Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,RottenTomatoesID
10-Jun-16,Now You See Me 2,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,90000000,65075540,68912356,328325007,m/now_you_see_me_2
22-Jul-16,Ice Age: Collision Course,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,105000000,64063008,67840132,402156682,m/ice_age_collision_course
8-Apr-16,The Boss,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,63077560,66796579,78652207,m/the_boss_2016
4-Mar-16,London Has Fallen,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,60000000,62524260,66210660,195194085,m/london_has_fallen
16-Mar-16,Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,13000000,61705123,65343226,73814432,m/miracles_from_heaven
30-Sep-16,Deepwater Horizon,Lionsgate,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,156000000,61433527,65055612,122603824,m/deepwater_horizon
23-Dec-16,Why Him?,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,60323786,62758824,117425156,m/why_him
25-Mar-16,My Big Fat Greek Wedding 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,59689605,63208873,92096558,m/my_big_fat_greek_wedding_2
21-Oct-16,Jack Reacher: Never Go Back,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,60000000,58697076,62153192,159946489,m/jack_reacher_never_go_back
16-Dec-16,Fences,Paramount Pictures,Drama,Based on Play,Live Action,Historical Fiction,24000000,57682904,60028365,64282881,m/fences_2016
3-Jun-16,Me Before You,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,56245075,59561260,208064908,m/me_before_you
1-Jul-16,The BFG,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,140000000,55483770,58755061,199646680,m/the_bfg_2016
20-May-16,Neighbors 2: Sorority Rising,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,55340730,58603592,108757621,m/neighbors_2_sorority_rising
24-Jun-16,The Shallows,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000,55121623,58371560,118763442,m/the_shallows
9-Dec-16,Office Christmas Party,Paramount Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,54767494,57859406,115097874,m/office_christmas_party
22-Apr-11,Madea’s Big Happy Family,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,25000000,53345287,61619522,54160818,m/madeas_big_happy_family
15-Apr-16,Barbershop: The Next Cut,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,54030051,57215641,54404202,m/barbershop_the_next_cut_2016
20-Jul-18,Mamma Mia: Here We Go Again!,Universal,Musical,Original Screenplay,Live Action,Contemporary Fiction,75000000,120634935,121297031,399228127,m/mamma_mia_here_we_go_again
25-Nov-16,Lion,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,12000000,51739495,53035795,149117900,m/lion_2016
19-Aug-16,Kubo and the Two Strings,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Fantasy,55000000,48023088,50854506,77548122,m/kubo_and_the_two_strings_2016
19-Dec-18,Mary Poppins Returns,Walt Disney,Musical,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,130000000,171958438,172720328,348901032,No
18-Nov-16,Manchester by the Sea,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,8500000,47695371,49781192,77733867,m/manchester_by_the_sea
10-Jun-16,Warcraft,Universal,Action,Based on Game,Live Action,Fantasy,160000000,47365290,50157925,438899824,m/warcraft
12-Feb-16,How to be Single,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000,46843513,49605385,100003780,m/how_to_be_single_2016
8-Jul-16,Mike and Dave Need Wedding Dates,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,33000000,46009673,48722379,75898100,m/mike_and_dave_need_wedding_dates
19-Aug-16,War Dogs,Warner Bros.,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,50000000,43034523,45571815,86234503,m/war_dogs_2016
11-Nov-16,Almost Christmas,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,17000000,42065185,44542964,42493506,m/almost_christmas_2016
13-May-16,Money Monster,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,27000000,41012075,43430125,93466095,m/money_monster
23-Nov-16,Allied,Paramount Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,106000000,40098064,42443364,119266661,m/allied
27-Jul-16,Nerve,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,38583626,40858491,85583945,m/nerve_2016
19-Feb-16,Risen,Sony Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,20000000,36880033,39054457,46244066,m/risen_2016
20-May-16,The Nice Guys,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Historical Fiction,50000000,36261763,38399737,59596747,m/the_nice_guys
22-Jan-16,The Boy,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,35819556,37931459,68220952,m/the_boy
22-Jan-16,Dirty Grandpa,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,11500000,35593113,37691660,105078449,m/dirty_grandpa
21-Oct-16,Ouija: Origin of Evil,Universal,Horror,Based on Game,Live Action,Historical Fiction,9000000,35144505,37216604,81831866,m/ouija_origin_of_evil
22-Jan-16,The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,38000000,34912982,36971427,111336398,m/the_fifth_wave
28-Oct-16,Inferno,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,75000000,34343574,36363844,219519367,m/inferno1980
20-Feb-15,"McFarland, USA",Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,17000000,44480275,48332062,45707924,m/mcfarland_usa
21-Dec-16,Patriots Day,Lionsgate,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,40000000,31886361,32585518,52837989,m/patriots_day_2016
26-Feb-16,Gods of Egypt,Lionsgate,Adventure,Original Screenplay,Live Action,Fantasy,140000000,31153464,32990253,138836756,m/gods_of_egypt
16-Dec-16,Collateral Beauty,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,36000000,31016021,32592599,85309093,m/collateral_beauty
5-Feb-16,"Hail, Caesar!",Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,22000000,30080225,31853735,64220196,m/hail_caesar_2016
9-Sep-16,When the Bough Breaks,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,10000000,29747603,31501506,30768449,m/when_the_bough_breaks_2016
12-Feb-16,Zoolander 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,28848693,30549598,55348693,m/zoolander_2
21-Oct-16,Moonlight,A24,Drama,Based on Play,Live Action,Historical Fiction,1500000,27854931,28921308,65157139,m/10006057-moonlight
29-Jan-16,The Finest Hours,Walt Disney,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,70000000,27569558,29195045,49252761,m/the_finest_hours
12-Aug-16,Florence Foster Jenkins,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,29000000,27383770,28998297,56000339,m/florence_foster_jenkins_2016
12-Aug-16,Hell or High Water,Lionsgate,Western,Original Screenplay,Live Action,Contemporary Fiction,12000000,27007844,28600213,37584304,m/hell_or_high_water
8-Jan-16,The Forest,Focus / Gramercy,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,26594261,28162246,40749230,m/the_forest_2016
19-Aug-16,Ben-Hur,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,95000000,26410477,27967623,91669648,m/ben_hur_2016
19-Feb-16,The Witch,A24,Horror,Original Screenplay,Live Action,Historical Fiction,3500000,25138705,26620865,40438974,m/the_witch_2016
25-May-12,Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,215000000,179020854,206008922,654213485,m/men_in_black_iii
14-Oct-16,Kevin Hart: What Now?,Universal,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000,23591043,24981958,23591043,m/kevin_hart_what_now
14-Jun-19,Men in Black: International,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,110000000,80001807,80001807,253020464,m/men_in_black_international
12-Jun-15,Jurassic World,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,215000000,652306625,708790321,1669979967,m/jurassic_world
1-May-15,Avengers: Age of Ultron,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,365000000,459005868,498753701,1395316979,m/avengers_age_of_ultron
19-Jun-15,Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000,356461711,387329684,852830107,m/inside_out_2015
3-Apr-15,Furious 7,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,190000000,353007020,383575834,1516881526,m/furious_7
10-Jul-15,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,74000000,336045770,365145822,1159631140,m/minions
20-Nov-15,The Hunger Games: Mockingjay - Part 2,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,160000000,281723902,305911574,648986787,m/the_hunger_games_mockingjay_part_2
2-Oct-15,The Martian,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,108000000,228433663,248129643,655111538,m/the_martian
13-Mar-15,Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,95000000,201151353,218570149,542351353,m/cinderella
6-Nov-15,Spectre,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,300000000,200074175,217317574,879500760,m/spectre_2015
30-Sep-16,Miss Peregrine’s Home for Peculiar …,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,110000000,87242834,92375385,295986876,m/miss_peregrines_home_for_peculiar_children
15-May-15,Pitch Perfect 2,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,29000000,184296230,200255453,287215196,m/pitch_perfect_2
25-Dec-15,The Revenant,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Dramatization,135000000,183637894,194489215,532938302,m/the_revenant_2012
17-Jul-15,Ant-Man,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,130000000,180202163,195806853,518858449,m/antman
27-Mar-15,Home,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,130000000,177397510,192759330,385997896,m/1163962-home
25-Sep-15,Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000,169700110,184361406,469831205,m/hotel_transylvania_2
13-Feb-15,Fifty Shades of Grey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000,166167230,180556561,570794950,m/fifty_shades_of_grey
6-Feb-15,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,74000000,162994032,177108573,311013181,m/the_spongebob_movie_sponge_out_of_water
14-Aug-15,Straight Outta Compton,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,28000000,161197785,175156787,202182981,m/straight_outta_compton
29-May-15,San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,110000000,155190832,168629655,456258539,m/san_andreas
15-May-15,Mad Max: Fury Road,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,150000000,153636354,166482038,367457874,m/mad_max_fury_road
27-Jul-18,Mission: Impossible—Fallout,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,178000000,220159104,221367439,787176729,m/mission_impossible_fallout
16-Dec-11,Mission: Impossible—Ghost Protocol,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,145000000,209397903,241580069,694713230,m/mission_impossible_ghost_protocol
6-Nov-15,The Peanuts Movie,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,99000000,130178411,141397580,250091610,m/the_peanuts_movie
13-Feb-15,Kingsman: The Secret Service,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,94000000,128261724,139368612,404561724,m/kingsman_the_secret_service
25-Nov-15,The Good Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,187500000,123087120,133515968,333771037,m/the_good_dinosaur
31-Jul-15,Mission: Impossible—Rogue Nation,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,150000000,195042377,211932163,688858992,m/mission_impossible_rogue_nation
17-Jul-15,Trainwreck,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,110212700,119756622,141123897,m/trainwreck
25-Nov-15,Creed,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,37000000,109767581,118986028,173567581,m/creed_2015
22-May-15,Tomorrowland,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,170000000,93436322,101527480,206627518,m/tomorrowland_2015
27-Mar-15,Get Hard,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,90411453,98240670,111711453,m/get_hard
25-Dec-17,Molly’s Game,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,28780744,29023094,53296424,m/mollys_game
9-Jan-15,Taken 3,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,48000000,89256424,96985631,327656424,m/taken_3
18-Dec-15,Sisters,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,87044645,93534326,106030660,m/sisters_1973
18-Dec-15,Alvin and the Chipmunks: The Road Chip,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,90000000,85886987,92486715,249517956,m/alvin_and_the_chipmunks_the_road_chip
18-Sep-15,Maze Runner: The Scorch Trials,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,61000000,81697192,88769954,310566162,m/maze_runner_the_scorch_trials
26-Jun-15,Ted 2,Universal,Comedy,Original Screenplay,Animation/Live Action,Fantasy,68000000,81476385,88531876,217214143,m/ted_2
16-Oct-15,Goosebumps,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,58000000,80069458,86977223,158911568,m/goosebumps_2015
24-Jul-15,Pixels,Sony Pictures,Adventure,Based on Short Film,Animation/Live Action,Science Fiction,90000000,78765986,85586762,244041804,m/pixels
16-Jan-15,Paddington,Weinstein Co.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,55000000,76223578,82824189,252410984,m/paddington_2014
25-Sep-15,The Intern,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,75764672,82320306,197115710,m/the_intern
16-Oct-15,Bridge of Spies,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,40000000,72313754,78528717,162498338,m/bridge_of_spies
17-Apr-15,Paul Blart: Mall Cop 2,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,38000000,71091594,77247810,107453907,m/paul_blart_mall_cop_2
11-Dec-15,The Big Short,Paramount Pictures,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,28000000,70259870,75315874,133162752,m/the_big_short
28-Aug-15,War Room,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000,67790117,72397709,73986904,m/war_room_2015
1-Jul-15,Magic Mike XXL,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14500000,66013057,71729487,123580421,m/magic_mike_xxl
11-Sep-15,The Visit,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,65206105,70852664,98677816,m/the_visit_2015
16-Jan-15,The Wedding Ringer,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,23000000,64460211,70042178,80171596,m/the_wedding_ringer
18-Sep-15,Black Mass,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,53000000,62575678,67994442,98837872,m/black_mass_2015
29-Jul-15,Vacation,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,31000000,58884188,63983287,102306500,m/vacation_2013
11-Sep-15,The Perfect Guy,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,18000000,57027435,61965751,60278166,m/the_perfect_guy
25-Dec-15,Joy,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,60000000,56451232,60561945,101134059,m/joy_2014
7-Aug-15,Fantastic Four,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,120000000,56117548,60977076,167849187,m/fantastic_four
25-Dec-15,The Hateful Eight,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,62000000,54117416,58110857,152366784,m/the_hateful_eight
27-Feb-15,Focus,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,53862963,58527252,168065700,m/focus_2014
24-Jul-15,Southpaw,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,30000000,52421953,56961451,94156456,m/southpaw_2015
29-Apr-16,Mother’s Day,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,32492859,34408615,52367022,m/mothers_day_2016
9-Jan-15,Selma,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,52076908,56586532,66776576,m/selma
6-Feb-15,Jupiter Ascending,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,179000000,47482519,51594286,181982519,m/jupiter_ascending_2014
22-May-15,Poltergeist,20th Century Fox,Horror,Remake,Live Action,Contemporary Fiction,35000000,47425125,51531925,95713069,m/1016513-poltergeist
18-Sep-15,Sicario,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,30000000,46889293,50947883,84335703,m/sicario_2015
14-Aug-15,The Man From U.N.C.L.E.,Warner Bros.,Action,Based on TV,Live Action,Historical Fiction,75000000,45445109,49380442,108517735,m/the_man_from_uncle
6-Nov-15,Spotlight,Open Road,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,45055776,48461420,91902438,m/spotlight_2015
17-Jun-11,Mr. Poppers's Penguins,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,55000000,68224452,78806558,189624452,m/mr_poppers_penguins_2010
7-Aug-15,The Gift,STX Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5000000,43787265,47579037,58978477,m/1103231-gift
18-Sep-15,Everest,Universal,Adventure,Based on Real Life Events,Live Action,Dramatization,65000000,43482270,47247637,221297061,m/everest_1998
20-Nov-15,The Night Before,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,43035725,46758246,52568099,m/the_night_before_2015
4-Dec-15,Krampus,Universal,Horror,Original Screenplay,Live Action,Fantasy,15000000,42725475,46390490,61788393,m/krampus
26-Jun-15,Max,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,20000000,42656255,46350085,43658157,m/max
24-Apr-15,The Age of Adaline,Lionsgate,Drama,Original Screenplay,Live Action,Fantasy,30000000,42629776,46321314,68984536,m/the_age_of_adaline
4-Nov-15,Brooklyn,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,11000000,38322743,41122904,62076141,m/brooklyn
10-Apr-15,The Longest Ride,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,34000000,37446117,40688784,63802928,m/the_longest_ride
23-Jan-15,The Boy Next Door,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000,36006065,39124027,53401938,m/the_boy_next_door_2015
9-Oct-15,Pan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,150000000,35088320,38125954,151525973,m/pan_2015
8-May-15,Hot Pursuit,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,34580201,37574686,45671512,m/1009972-hot_pursuit
25-Dec-15,Concussion,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,35000000,34531832,37049232,50363790,m/concussion_2013
20-Feb-15,The DUFF,CBS Films,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8500000,34030343,36977216,43528634,m/the_duff
1-Apr-15,Woman in Gold,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,11000000,33307793,36192094,58586407,m/woman_in_gold
6-Mar-15,The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,33078266,35942695,89400862,m/the_second_best_exotic_marigold_hotel
17-Apr-15,Unfriended,Universal,Horror,Original Screenplay,Live Action,Fantasy,1000000,32789645,35629084,64364198,m/unfriended
3-Jun-15,Entourage,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,30000000,32363404,35165927,46438538,m/entourage
24-Jul-15,Paper Towns,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,12000000,32000304,34771387,85450484,m/paper_towns
6-Mar-15,Chappie,Sony Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,49000000,31569268,34303028,105002056,m/chappie
16-Oct-15,Crimson Peak,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,55000000,31090320,33782602,74966854,m/crimson_peak
2-Sep-15,A Walk in the Woods,Broad Green Pictures,Adventure,Based on Factual Book/Article,Live Action,Dramatization,8000000,29499394,32053899,37119358,m/a_walk_in_the_woods_2015
25-Dec-15,Point Break,Warner Bros.,Action,Remake,Live Action,Contemporary Fiction,100000000,28782481,30910173,126704591,m/point_break
21-Aug-15,Sinister 2,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,27740955,30143188,54104225,m/sinister_2
23-Oct-15,The Last Witch Hunter,Lionsgate,Action,Original Screenplay,Live Action,Fantasy,80000000,27367660,29737574,130818912,m/the_last_witch_hunter
26-Aug-15,No Escape,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5000000,27288872,29651964,42844516,m/no_escape_2015
7-Aug-15,Ricki and the Flash,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,18000000,26839498,29163681,41166033,m/ricki_and_the_flash
20-Aug-10,Nanny McPhee and the Big Bang,Universal,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,35000000,29197642,33897386,97799865,m/nanny_mcphee_returns
13-Mar-15,Run All Night,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,50000000,26461644,28753103,71561644,m/run_all_night
13-Nov-15,Love the Coopers,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,26302731,28577414,44263413,m/love_the_coopers
27-Feb-15,The Lazarus Effect,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,5000000,25801570,28035865,38359310,m/the_lazarus_effect
10-Apr-15,Ex Machina,A24,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,13000000,25440971,27644037,38358392,m/ex_machina
11-Dec-15,In the Heart of the Sea,Warner Bros.,Adventure,Based on Real Life Events,Live Action,Dramatization,100000000,25020758,27133349,89693309,m/in_the_heart_of_the_sea
10-Jul-15,The Gallows,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,100000,22764410,24735701,41656474,m/the_gallows
21-Aug-15,Hitman: Agent 47,20th Century Fox,Action,Based on Game,Live Action,Contemporary Fiction,35000000,22467450,24413030,82182803,m/hitman_agent_47
30-Jan-15,Project Almanac,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,12000000,22348241,24283490,32909437,m/project_almanac
30-Jan-15,Black or White,Relativity,Drama,Based on Real Life Events,Live Action,Contemporary Fiction,9000000,21571189,23439148,21971021,m/black_or_white
25-Dec-14,American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,58000000,350126372,380522815,547326372,m/american_sniper
21-Nov-14,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,125000000,337135885,377524921,766575131,m/the_hunger_games_mockingjay_part_1
1-Aug-14,Guardians of the Galaxy,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,170000000,333714112,374082199,770882395,m/guardians_of_the_galaxy
4-Apr-14,Captain America: The Winter Soldier,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,170000000,259746958,291221801,714401889,m/captain_america_the_winter_soldier_2014
7-Feb-14,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,60000000,257784718,289021789,468084718,m/the_lego_movie
9-Dec-11,New Year’s Eve,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,26000000,54544638,62973177,146850273,m/new_years_eve_2011
27-Jun-14,Transformers: Age of Extinction,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,210000000,245439076,275180158,1104054072,m/transformers_age_of_extinction
30-May-14,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,180000000,241407328,270659863,758536735,m/maleficent_2014
23-May-14,X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,233921534,262266977,747862775,m/x_men_days_of_future_past
7-Nov-14,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,165000000,222527828,249101171,649657407,m/big_hero_6
11-Jul-14,Dawn of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,170000000,208545589,233816099,710644566,m/dawn_of_the_planet_of_the_apes
2-May-14,The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,202853933,227434758,708996336,m/the_amazing_spider_man_2
16-May-14,Godzilla,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,160000000,200676069,224992995,529076069,m/godzilla
13-Jun-14,22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,50000000,191719337,214950932,331333876,m/22_jump_street
8-Aug-14,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,125000000,191204754,214373990,485004754,m/teenage_mutant_ninja_turtles_2013
5-Nov-14,Interstellar,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,165000000,188017894,210620597,651994868,m/interstellar_2014
13-Jun-14,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,145000000,177002924,198451253,614586270,m/how_to_train_your_dragon_2
3-Oct-14,Gone Girl,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,61000000,167767189,188042104,367160781,m/gone_girl
21-Mar-14,Divergent,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,85000000,150947895,169239006,276014965,m/divergent
9-May-14,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,150086800,168273569,270944428,m/1014804-neighbors
17-Jan-14,Ride Along,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,134202565,150464560,153733800,m/ride_along_2014
11-Apr-14,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000,131538435,147477603,492846291,m/rio_2
