Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office
4-May-18,Overboard,Lionsgate,Romantic Comedy,Remake,Live Action,Contemporary Fiction,"$12,000,000 ","$50,316,123 ","$50,592,283 ","$91,244,913 "
29-Jun-18,Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$50,065,850 ","$50,340,630 ","$76,346,094 "
10-Aug-18,BlacKkKlansman,Focus Features,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ","$49,275,340 ","$49,541,686 ","$93,411,426 "
20-Apr-18,I Feel Pretty,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$32,000,000 ","$48,795,601 ","$49,063,406 ","$91,444,095 "
25-Dec-18,Vice,Annapurna Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$60,000,000 ","$47,836,282 ","$47,999,435 ","$70,893,782 "
2-Mar-18,Red Sparrow,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$69,000,000 ","$46,874,505 ","$47,131,772 ","$145,951,861 "
11-May-18,Breaking In,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000 ","$46,840,590 ","$47,097,670 ","$51,485,382 "
12-Oct-18,Goosebumps 2: Haunted Halloween,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$35,000,000 ","$46,697,321 ","$46,953,610 ","$93,291,478 "
19-Jan-18,12 Strong,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$35,000,000 ","$45,819,713 ","$46,071,191 ","$71,118,378 "
19-Jan-18,Den of Thieves,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$44,947,622 ","$45,194,313 ","$80,147,166 "
12-Oct-18,First Man,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000 ","$44,936,545 ","$45,169,590 ","$105,703,325 "
8-Jun-18,Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$44,069,456 ","$44,311,326 ","$81,263,489 "
30-Mar-18,Acrimony,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$43,549,096 ","$43,788,116 ","$46,627,836 "
23-Mar-18,Sherlock Gnomes,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$59,000,000 ","$43,242,871 ","$43,480,212 ","$87,527,651 "
29-Jun-18,Uncle Drew,Lionsgate,Comedy,Based on TV,Live Action,Contemporary Fiction,"$18,000,000 ","$42,469,946 ","$42,703,041 ","$46,594,261 "
16-Nov-18,Widows,20th Century Fox,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,"$40,000,000 ","$42,402,632 ","$42,632,609 ","$75,984,700 "
13-Apr-18,Truth or Dare,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000 ","$41,411,015 ","$41,638,301 ","$95,292,744 "
12-Jan-18,Paddington 2,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,$0 ,"$40,891,591 ","$41,116,025 ","$192,751,757 "
16-Mar-18,"Love, Simon",20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$10,000,000 ","$40,826,341 ","$41,050,412 ","$65,520,633 "
21-Dec-18,Second Act,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,700,000 ","$39,282,227 ","$39,462,205 ","$63,288,854 "
12-Jan-18,The Commuter,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$36,343,858 ","$36,543,335 ","$118,509,836 "
9-Feb-18,The 15:17 to Paris,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$30,000,000 ","$36,276,286 ","$36,475,386 ","$56,096,200 "
17-Aug-18,Mile 22,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$36,108,758 ","$36,306,933 ","$66,295,121 "
17-Aug-18,Alpha,Sony Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,"$51,000,000 ","$35,851,379 ","$36,048,145 ","$99,624,873 "
7-Sep-18,Peppermint,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$35,418,723 ","$35,613,109 ","$51,800,758 "
23-Nov-18,The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$15,000,000 ","$34,366,783 ","$34,453,984 ","$95,872,148 "
2-Mar-18,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,"$30,000,000 ","$34,017,028 ","$34,203,724 ","$48,575,965 "
3-Aug-18,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$33,562,069 ","$33,746,274 ","$77,303,614 "
23-Feb-18,Annihilation,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$55,000,000 ","$32,732,301 ","$32,911,953 ","$43,070,915 "
23-Mar-18,Isle of Dogs,Fox Searchlight,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,$0 ,"$32,015,231 ","$32,190,942 ","$58,829,585 "
2-Nov-18,Nobody’s Fool,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000 ","$31,713,110 ","$31,887,169 ","$32,589,493 "
1-Jun-18,Adrift,STX Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000 ","$31,445,011 ","$31,617,590 ","$57,897,191 "
21-Nov-18,Robin Hood,Lionsgate,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"$99,000,000 ","$30,824,628 ","$30,992,814 ","$85,210,012 "
20-Apr-18,Super Troopers 2,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,500,000 ","$30,617,396 ","$30,785,441 ","$31,575,635 "
25-Dec-18,Holmes & Watson,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$42,000,000 ","$30,568,743 ","$30,724,133 ","$41,926,605 "
10-Aug-18,Slender Man,Sony Pictures,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,"$10,000,000 ","$30,564,825 ","$30,732,579 ","$51,945,949 "
27-Jul-18,Teen Titans Go! To The Movies,Warner Bros.,Adventure,Based on TV,Digital Animation,Kids Fiction,"$10,000,000 ","$29,790,236 ","$29,953,740 ","$51,620,593 "
5-Oct-18,The Hate U Give,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$23,000,000 ","$29,719,483 ","$29,882,320 ","$35,067,665 "
24-Aug-18,Searching,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$880,000 ","$26,015,149 ","$26,157,928 ","$75,636,047 "
2-Feb-18,Winchester,CBS Films,Horror,Based on Real Life Events,Live Action,Dramatization,"$3,500,000 ","$25,091,816 ","$25,229,535 ","$45,960,255 "
25-Dec-18,On the Basis of Sex,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$20,000,000 ","$24,704,837 ","$24,714,028 ","$38,837,336 "
9-Mar-18,The Strangers: Prey at Night,Aviron Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,"$5,000,000 ","$24,431,472 ","$24,565,563 ","$32,144,262 "
14-Sep-18,White Boy Rick,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","$24,004,833 ","$24,136,582 ","$25,947,983 "
8-Jun-18,Won’t You Be My Neighbor?,Focus Features,Documentary,Based on Real Life Events,Live Action,Factual,$0 ,"$22,835,787 ","$22,961,125 ","$22,847,638 "
9-Nov-18,Overlord,Paramount Pictures,Action,Original Screenplay,Live Action,Historical Fiction,"$38,000,000 ","$21,704,844 ","$21,823,975 ","$39,178,189 "
15-Dec-17,Star Wars Ep. VIII: The Last Jedi,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$262,000,000 ","$620,181,382 ","$631,702,051 ","$1,331,635,141 "
17-Mar-17,Beauty and the Beast,Walt Disney,Musical,Remake,Animation/Live Action,Fantasy,"$160,000,000 ","$504,014,165 ","$514,690,049 ","$1,273,109,220 "
2-Jun-17,Wonder Woman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000 ","$412,563,408 ","$421,302,210 ","$818,058,221 "
20-Dec-17,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$90,000,000 ","$404,508,916 ","$409,381,248 ","$961,613,199 "
5-May-17,Guardians of the Galaxy Vol 2,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$200,000,000 ","$389,813,101 ","$398,070,004 ","$869,113,101 "
7-Jul-17,Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$175,000,000 ","$334,201,140 ","$341,280,092 ","$878,346,440 "
8-Sep-17,It,Warner Bros.,Horror,Remake,Live Action,Historical Fiction,"$35,000,000 ","$328,828,874 ","$334,418,373 ","$701,083,042 "
3-Nov-17,Thor: Ragnarok,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$180,000,000 ","$315,058,289 ","$321,671,601 ","$850,482,778 "
30-Jun-17,Despicable Me 3,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","$264,624,300 ","$270,229,490 ","$1,032,596,894 "
17-Nov-17,Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$300,000,000 ","$229,024,295 ","$233,820,835 ","$655,945,209 "
3-Mar-17,Logan,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$127,000,000 ","$226,277,068 ","$231,070,004 ","$614,202,315 "
14-Apr-17,The Fate of the Furious,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$250,000,000 ","$225,764,765 ","$230,546,849 ","$1,236,703,796 "
22-Nov-17,Coco,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,"$175,000,000 ","$210,460,015 ","$214,433,264 ","$797,666,425 "
21-Jul-17,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,"$150,000,000 ","$190,068,280 ","$194,067,644 ","$519,452,014 "
24-Feb-17,Get Out,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$175,837,935 ","$179,556,921 ","$252,297,405 "
10-Feb-17,The Lego Batman Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$80,000,000 ","$175,750,384 ","$179,473,080 ","$310,570,560 "
31-Mar-17,The Boss Baby,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$125,000,000 ","$175,003,033 ","$178,709,896 ","$527,965,936 "
20-Dec-17,The Greatest Showman,20th Century Fox,Musical,Based on Real Life Events,Live Action,Dramatization,"$84,000,000 ","$174,340,174 ","$176,066,586 ","$433,748,957 "
26-May-17,Pirates of the Caribbean: Dead Men Te…,Walt Disney,Adventure,Based on Theme Park Ride,Animation/Live Action,Historical Fiction,"$230,000,000 ","$172,558,876 ","$176,213,961 ","$794,861,794 "
10-Mar-17,Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$185,000,000 ","$168,052,812 ","$171,612,463 ","$561,072,059 "
16-Jun-17,Cars 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000 ","$152,901,115 ","$156,139,821 ","$383,541,369 "
14-Jul-17,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$152,000,000 ","$146,880,162 ","$149,991,336 ","$489,592,267 "
20-Jan-17,Split,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000 ","$138,141,585 ","$141,067,655 ","$278,754,594 "
17-Nov-17,Wonder,Lionsgate,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$20,000,000 ","$132,422,809 ","$135,057,266 ","$311,940,097 "
21-Jun-17,Transformers: The Last Knight,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$217,000,000 ","$130,168,683 ","$132,925,871 ","$602,893,340 "
21-Jul-17,Girls Trip,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","$115,108,515 ","$117,546,708 ","$140,886,353 "
10-Feb-17,Fifty Shades Darker,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$55,000,000 ","$114,434,010 ","$116,857,912 ","$381,367,046 "
28-Jun-17,Baby Driver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$34,000,000 ","$107,825,862 ","$110,109,795 ","$228,104,185 "
22-Dec-17,Pitch Perfect 3,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$45,000,000 ","$104,897,530 ","$106,466,634 ","$185,736,412 "
10-Nov-17,Daddy’s Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","$104,029,443 ","$106,197,843 ","$175,807,183 "
10-Nov-17,Murder on the Orient Express,20th Century Fox,Drama,Remake,Live Action,Historical Fiction,"$55,000,000 ","$102,826,543 ","$104,969,945 ","$351,767,147 "
11-Aug-17,Annabelle: Creation,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","$102,092,201 ","$104,254,687 ","$305,384,865 "
22-Sep-17,Kingsman: The Golden Circle,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$104,000,000 ","$100,234,838 ","$102,357,861 ","$408,803,696 "
6-Oct-17,Blade Runner 2049,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$185,000,000 ","$92,054,159 ","$93,997,749 ","$258,829,058 "
10-Feb-17,John Wick: Chapter Two,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$92,029,184 ","$93,978,513 ","$171,317,271 "
28-Jul-17,The Emoji Movie,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","$86,089,513 ","$87,913,036 ","$216,564,840 "
24-Mar-17,Power Rangers,Lionsgate,Action,Based on TV,Animation/Live Action,Kids Fiction,"$120,000,000 ","$85,364,450 ","$87,172,615 ","$142,531,552 "
15-Dec-17,Ferdinand,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$111,000,000 ","$84,410,380 ","$85,713,986 ","$289,838,913 "
22-Dec-17,The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$50,000,000 ","$81,903,458 ","$82,380,607 ","$179,769,457 "
9-Jun-17,The Mummy,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"$195,000,000 ","$80,101,125 ","$81,797,802 ","$409,953,905 "
18-Aug-17,The Hitman’s Bodyguard,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$75,468,583 ","$77,067,129 ","$183,415,183 "
19-May-17,Alien: Covenant,20th Century Fox,Horror,Original Screenplay,Live Action,Science Fiction,"$97,000,000 ","$74,262,031 ","$75,835,026 ","$238,521,247 "
2-Jun-17,Captain Underpants: The First Epic Movie,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$38,000,000 ","$73,921,000 ","$75,486,772 ","$126,422,949 "
1-Nov-17,A Bad Moms Christmas,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","$72,110,659 ","$73,634,648 ","$127,710,550 "
27-Jan-17,A Dog’s Purpose,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000 ","$64,321,890 ","$65,684,336 ","$203,055,427 "
1-Dec-17,The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,"$19,500,000 ","$63,859,435 ","$64,455,842 ","$195,790,794 "
22-Sep-17,The Lego Ninjago Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$70,000,000 ","$59,281,555 ","$60,537,240 ","$122,737,201 "
25-May-17,Baywatch,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$60,000,000 ","$58,060,186 ","$59,289,996 ","$175,863,783 "
3-Mar-17,The Shack,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","$57,386,418 ","$58,601,952 ","$96,908,458 "
22-Nov-17,Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$30,000,000 ","$56,443,120 ","$57,037,461 ","$150,832,086 "
13-Oct-17,Happy Death Day,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$55,683,845 ","$56,863,320 ","$125,010,260 "
10-Nov-17,"Three Billboards Outside Ebbing, Miss…",Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","$54,513,740 ","$55,192,160 ","$161,456,746 "
28-Jul-17,Atomic Blonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,"$30,000,000 ","$51,573,925 ","$52,666,345 ","$98,345,423 "
29-Sep-17,American Made,Universal,Action,Based on Real Life Events,Live Action,Dramatization,"$50,000,000 ","$51,342,000 ","$52,429,504 ","$135,569,212 "
4-Aug-17,The Dark Tower,Sony Pictures,Western,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$60,000,000 ","$50,701,325 ","$51,775,270 ","$113,461,527 "
3-Nov-17,Lady Bird,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$48,958,273 ","$49,720,251 ","$78,944,998 "
20-Oct-17,Tyler Perry’s Boo 2! A Madea Halloween,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$47,319,572 ","$48,321,876 ","$47,879,572 "
12-May-17,Snatched,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000 ","$45,852,178 ","$46,823,410 ","$57,852,177 "
17-Feb-17,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$150,000,000 ","$45,157,105 ","$46,113,602 ","$334,486,852 "
7-Apr-17,Smurfs: The Lost Village,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$60,000,000 ","$45,020,282 ","$45,973,893 ","$197,578,586 "
7-Apr-17,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,"$24,000,000 ","$45,018,541 ","$45,972,107 ","$80,812,424 "
16-Jun-17,All Eyez on Me,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,"$45,000,000 ","$44,922,302 ","$45,873,830 ","$57,697,426 "
20-Jan-17,xXx: Return of Xander Cage,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","$44,898,413 ","$45,849,437 ","$345,033,359 "
16-Jun-17,47 Meters Down,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,300,000 ","$44,307,193 ","$45,245,692 ","$62,633,705 "
23-Jun-17,The Big Sick,Lionsgate,Romantic Comedy,Based on Real Life Events,Live Action,Dramatization,"$5,000,000 ","$42,872,467 ","$43,780,577 ","$56,868,677 "
17-Nov-17,The Star,Sony Pictures,Adventure,Based on Religious Text,Digital Animation,Kids Fiction,"$20,000,000 ","$40,847,995 ","$41,699,352 ","$62,695,827 "
31-Mar-17,Ghost in the Shell,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$110,000,000 ","$40,563,557 ","$41,422,757 ","$167,910,690 "
21-Jul-17,Valerian and the City of a Thousand P…,STX Entertainment,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$180,000,000 ","$40,479,370 ","$41,336,790 ","$215,098,356 "
12-May-17,King Arthur: Legend of the Sword,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$175,000,000 ","$39,175,066 ","$40,004,862 ","$139,630,336 "
27-Oct-17,Jigsaw,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$38,052,832 ","$38,858,854 ","$104,223,315 "
15-Sep-17,American Assassin,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$63,000,000 ","$36,249,674 ","$37,017,502 ","$68,310,140 "
13-Oct-17,The Foreigner,STX Entertainment,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000 ","$34,393,507 ","$35,122,014 ","$145,374,099 "
19-May-17,"Everything, Everything",Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$10,000,000 ","$34,121,140 ","$34,843,889 ","$61,603,136 "
4-Aug-17,Wind River,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000 ","$33,800,859 ","$34,516,822 ","$44,998,252 "
20-Oct-17,Geostorm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$100,000,000 ","$33,700,160 ","$34,412,086 ","$220,796,009 "
13-Jan-17,Monster Trucks,Paramount Pictures,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$125,000,000 ","$33,370,166 ","$34,076,995 ","$61,642,798 "
17-Feb-17,Fist Fight,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$32,187,017 ","$32,868,791 ","$40,286,416 "
28-Apr-17,How to Be a Latin Lover,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$32,149,404 ","$32,830,383 ","$62,556,228 "
4-Aug-17,Kidnap,Aviron Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000 ","$30,718,107 ","$31,368,768 ","$34,836,080 "
6-Jan-17,Underworld: Blood Wars,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,"$35,000,000 ","$30,353,973 ","$30,996,918 ","$81,209,222 "
6-Oct-17,The Mountain Between Us,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"$30,348,555 ","$30,991,385 ","$62,617,547 "
24-Mar-17,Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$58,000,000 ","$30,234,022 ","$30,874,430 ","$101,815,660 "
8-Dec-17,"I, Tonya",Neon,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$11,000,000 ","$30,014,534 ","$30,216,156 ","$53,797,409 "
22-Dec-17,Hostiles,Entertainment Studios Motion Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$50,000,000 ","$29,819,114 ","$29,984,115 ","$36,976,336 "
25-Dec-17,Molly’s Game,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$30,000,000 ","$28,780,744 ","$29,023,094 ","$53,296,424 "
11-Aug-17,The Nut Job 2: Nutty by Nature,Open Road,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$40,000,000 ","$28,370,522 ","$28,971,450 ","$57,438,389 "
3-Feb-17,Rings,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$27,793,018 ","$28,381,720 ","$82,917,283 "
18-Aug-17,Logan Lucky,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","$27,778,642 ","$28,367,036 ","$49,046,121 "
8-Sep-17,Home Again,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","$27,020,284 ","$27,592,613 ","$37,336,874 "
27-Jan-17,Resident Evil: The Final Chapter,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,"$40,000,000 ","$26,844,692 ","$27,413,306 ","$314,101,190 "
30-Jun-17,The House,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$25,584,504 ","$26,126,427 ","$31,192,425 "
25-Dec-17,All the Money in the World,Sony Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","$25,106,325 ","$25,443,613 ","$56,890,649 "
7-Apr-17,Gifted,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000 ","$24,801,212 ","$25,326,548 ","$36,964,656 "
22-Dec-17,Downsizing,Paramount Pictures,Comedy,Original Screenplay,Live Action,Science Fiction,"$68,000,000 ","$24,449,754 ","$24,853,260 ","$54,462,971 "
13-Jan-17,The Bye Bye Man,STX Entertainment,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$7,400,000 ","$22,395,806 ","$22,870,184 ","$31,187,727 "
22-Sep-17,Victoria and Abdul,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$21,000,000 ","$22,245,070 ","$22,716,067 ","$68,271,146 "
16-Jun-17,Rough Night,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$22,105,643 ","$22,573,877 ","$46,844,357 "
6-Oct-17,My Little Pony: The Movie,Lionsgate,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$6,500,000 ","$21,885,107 ","$22,348,669 ","$61,294,644 "
25-Aug-17,Ballerina,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$30,000,000 ","$21,858,070 ","$22,321,061 ","$96,890,794 "
25-Dec-17,Phantom Thread,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,"$35,000,000 ","$21,198,205 ","$21,322,831 ","$47,812,199 "
16-Dec-16,Rogue One: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,"$200,000,000 ","$532,177,324 ","$559,504,855 ","$1,055,135,598 "
17-Jun-16,Finding Dory,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","$486,295,561 ","$514,967,322 ","$1,025,006,125 "
6-May-16,Captain America: Civil War,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$250,000,000 ","$408,084,349 ","$432,144,810 ","$1,151,918,521 "
8-Jul-16,The Secret Life of Pets,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","$368,384,330 ","$390,104,092 ","$885,302,500 "
15-Apr-16,The Jungle Book,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$175,000,000 ","$364,001,123 ","$385,462,455 ","$953,554,418 "
12-Feb-16,Deadpool,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$58,000,000 ","$363,070,709 ","$384,477,187 ","$784,157,111 "
4-Mar-16,Zootopia,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","$341,268,248 ","$361,389,260 ","$1,004,629,935 "
25-Mar-16,Batman v Superman: Dawn of Justice,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$263,000,000 ","$330,360,194 ","$349,838,079 ","$872,395,091 "
5-Aug-16,Suicide Squad,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$175,000,000 ","$325,100,054 ","$344,267,800 ","$745,744,980 "
